themes,projet,section,title,contenu,sourcesCount,votesCountOk,updatedAt,connectionsCount,createdAt,votesCountNok,author,pinned,votesCount,argumentsCount,versionsCount,votesCountMitige,id
Consommation,Comment mieux informer les consommateurs ?,Causes,Un produit avec une liste d'ingrédients n'est sûrement pas très bon pour la santé,"Les produits transformés et raffinés ont perdu une grande partie de leur
qualité nutritionnelle, ce qui occasionne des carences et des problèmes de
santé au long terme si l'on ne mange que des produits industriels.

  

Il faut privilégier des aliments frais végétaux entiers et complets poussant
dans le sol de manière biologique.

",0,0,2017-08-11T12:37:20+02:00,0,2017-08-11T12:37:20+02:00,0,bocet,False,0,0,0,0,0e14c6b6-7e81-11e7-92ee-fa163e947a7a
Consommation,Comment renforcer la sécurité sanitaire de l'alimentation ?,Causes,"Diminution du taux de sucre dans les aliments (surtout les aliments pour enfants: céréales, yaourts) sans recourir aux édulcorants","Dès le plus jeune âge, on éduque nos enfants à coup de céréales trop sucrées,
de yaourt trop sucrés(plus de 25g/100g) et cela souvent malgré nous, parents
puisque l'on n'a pas d'alternative. nous fabriquons des diabétiques et plus
largement des futurs adultes souffrant de maladies métaboliques en tous
genres; Ne serait-il pas judicieux de proposer une éducation alimentaire à nos
enfants avec des produits comportant moins de sucre et surtout de ne pas en
rajouter dans des produits qui n'en nécessitent pas (par ex: j'ai acheté
dernièrement de la moutarde à l'ancienne contenant du sucre; je ne pense pas
que ce produit nécessite du sucre pour qu'il soit gouteux)

  

je pourrai faire la liste d'autres produits ou certains ingrédients ne sont
absolument pas nécessaires et surtout nocifs pour la santé: le nitrite dans le
jambon blanc, ....

",0,27,2017-07-26T13:40:56+02:00,0,2017-07-26T13:39:15+02:00,0,Karine,False,29,5,0,2,0e20f54c-71f7-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,Le pacte Citoyen de l'Alimentation,"**Le Pacte Citoyen de l’Alimentation**

  

_Parce que l’alimentation est au cœur de nos vies de citoyens, il faut un
contrat moral et social qui engage la Nation envers ceux qui la nourrissent :_

  

Pour que partout les paysans puissent vivre dignement de leur travail :

La transparence sur les marges et le prix payé au producteur tu observeras
attentivement

Sur le prix le plus bas tu ne focaliseras pas toujours mais sur la qualité

La valeur ajoutée tu répartiras équitablement tout au long des filières

Ainsi par des emplois non délocalisables tu assureras le dynamisme des
territoires

La traçabilité et  la sécurité sanitaire de la fourche à la fourchette tu
exigeras assurément.

La diététique de cette première médecine tu vulgariseras

Le goût de l’authentique et les saveurs de terroir tu favoriseras

L’approvisionnement  des cantines tu garantiras au moins pour moitié en
produits locaux.

Le gaspillage alimentaire tu éviteras et pour comprendre que la nourriture a
une valeur :

La gratuité des produits alimentaires tu interdiras dans les étals en
promotion

Le surplus tu donneras aux associations caritatives

Les tendances alimentaires et les rites confessionnels de chacun tu
respecteras

L’environnement et la biodiversité tu préserveras

De tous ces beaux paysages cultivés tu t’émerveilleras

Le bilan carbone de l’étable à la table tu amélioreras sans cesse vers la
neutralité

De la condition animale mais aussi du bien-être des éleveurs  tu te soucieras

Par l’aide au développement et la paix  tu réduiras la faim dans le monde et
les migrations

A la souveraineté alimentaire de la Nation tu veilleras stratégiquement

Nos traditions culinaires et notre gastronomie tu transmettras

Avec tous ces bons  produits issus de la terre et de la mer tu cuisineras

Ainsi  par le partage et la convivialité, tu perpétueras  cet art de vivre à
la française.

_A table, citoyens !_

",0,1,2017-08-28T12:02:52+02:00,0,2017-08-28T12:02:52+02:00,0,Crocodile Dundee,False,1,0,0,0,0e571386-8bd8-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,Mieux communiquer sur les labels,"Faire une grande campagne d'information sur les labels AOP, IGP, STG, bio,
MSC... Faire une campagne pour que les français proposent des idées de
produits à labelliser, s'appuyer sur les confréries. Obliger les commerces,
marchés, lieux de restauration à afficher des informations explicitant les
labels

",1,2,2017-07-28T18:08:55+02:00,0,2017-07-28T18:08:55+02:00,0,Woodtiger,False,2,1,0,0,0ebec31c-73af-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Favoriser les circuits courts et coopératives,"Favoriser les circuits courts et les coopératives agricoles permet de
supprimer des intermédiaires responsables de la baisse des prix et ainsi
garantir un prix raisonnable pour l'agriculteur. Le consommateur se retrouve
alors avec un produit de qualité, produit près de chez lui (peu de transport)
et à un prix intéressant car débarrassé de la marge réalisée par la grande
consommation.

",0,41,2017-07-20T10:04:29+02:00,0,2017-07-20T10:04:29+02:00,0,Théo Phile,False,44,5,0,3,0ef22588-6d22-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Utiliser les outils numériques pour mieux informer les consommateurs sur les conditions de production,"Les outils numeriques permettraient de sensibiliser les consommateurs aux
conditions de production des produits qu'ils achetent. Un QR code (« flash
code ») pourrait etre insere sur chaque produit ce qui permettrait ainsi de
fournir des informations relatives a sa production. Au-dela de ces outils,
l'affichage d'informations d'interet, sur les produits ou sur un site
internet, doit etre developpe, sur le modele de l'affichage environnemental.

",1,41,2017-07-20T07:34:10+02:00,0,2017-07-20T07:34:10+02:00,16,Etats généraux de l'alimentation,True,83,16,0,26,0f0364fd-6d0d-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,Comment mieux informer les consommateurs.,"Imposer aux industriels un mode d'étiquetage lisible et compréhensible par
tous, incluant l'utilisation de termes simples (pas de codes pour désigner les
ingrédients chimiques suspects), la précision sur les quantités de chaque
ingrédient, le pourcentage d'ingrédients issus de l'agriculture biologique,
l'origine exacte des ingrédients. Les étiquettes devraient mentionner
obligatoirement la présence de pesticides, engrais chimiques et OGM.

Concernant tous les produits d'origine animale, je me joins aux nombreux
citoyens français qui réclament un étiquetage obligatoire indiquant le mode
d'élevage (porcs élevés sur paillis ou sur béton, vaches ayant ou non accès au
pâturage, pratique ou abandon des mutilations sur les porcelets ou les
poulets, mode d'abattage, durée du transport...). Ledit étiquetage devrait
bien sûr être clair et sans ambiguïté, et contrôlé de façon indépendante.

",0,2,2017-07-22T11:42:21+02:00,0,2017-07-22T11:42:21+02:00,0,Brynehild,False,2,0,0,0,0f419e5b-6ec2-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,Soutenir la création de places de marché alimentaire locales favorisant les circuits-courts,"Soutenir la création de places de marché (marketplaces) spécialisées dans la
vente de produits alimentaires fermiers issus de circuits-courts (50 km ou
moins) permettrait l'accès du plus grand nombre à une alimentation saine,
n'ayant pas subi de transformation ni de transport prolongé.

",0,10,2017-08-02T17:20:03+02:00,0,2017-08-02T17:20:03+02:00,0,Romdx,False,10,0,0,0,0f59668c-7796-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,"Lettre ouverte à Messieurs Emmanuel MACRON, Président de la République, Edouard PHILIPPE, Premier Ministre, Stéphane TAVERS, Ministre de l’Agriculture, Nicolas HULOT, Ministre de la Transition Ecologique et Solidaire, et à l’ensemble de la population fran","Cher Président, Monsieur Macron, cher Premier Ministre, Monsieur Philippe,
cher Ministre de l’Agriculture, Monsieur Tavers, cher Ministre de la
Transition Ecologique et Solidaire, Monsieur Hulot, cher Peuple Français,

  

Mon père a quitté ce monde au printemps, il est décédé des suites d’une
maladie que l’on n’a pas su nommé, et qui s’appelle la dépression. Certains
diront simplement qu’il s’est suicidé.

Papa est né en 1959 de parents et de grands-parents agriculteurs dans un
village de Seine-Maritime. Passionné depuis tout petit, il est devenu
agriculteur à son tour. Il s’est donc installé avec ma Maman en 1981 sur une
ferme de polyculture-élevage. Ils ont démarré, non sans mal, avec un troupeau
de 50 vaches laitières de race holstein et 52 hectares en location.

Dès leur installation, la vie n’a pas été simple mais ils vivaient. Ils ont
alors eu leur premier enfant, un fils (quel bonheur !), mon frère, puis une
fille (le choix du roi !) et une autre fille, moi-même. Quel bonheur d’avoir
grandi à la ferme. Quel enfant ne rêve pas d’un terrain de jeu de cette
taille, et au milieu des animaux en plus ?! je me souviens de nos virées à la
mer, sur les plages du Nord où nous partions sitôt la traite du matin avec la
glacière, puis nous rentrions pour la traite du soir. Une vie rythmée par la
traite des vaches pendant 36 ans.

36 ans que mes parents se lèvent à 6h pour traire jusqu’à 70 vaches, et
quittent le troupeau à 19h30, après la traite du soir, 36 ans à soigner un
troupeau de vaches laitières, les génisses et les veaux, 36 ans à soigner leur
alimentation, à gérer les vêlages (qui ne tombent pas toujours de 6h à 19h30
mais parfois en pleine nuit). 36 ans à cultiver les sols pour récolter la
paille qui servira de litière aux vaches et ensiler le maïs qui servira à
alimenter une partie du troupeau pendant l’hiver.

Ils se sont quand même accordé du repos : une semaine de vacances en club par
an, à notre plus grand bonheur ! Je me demande maintenant quelle est la plus
grande richesse d’un éleveur : son argent ou son temps ? …

A la veille de mettre fin à ses jours, je discutais comme souvent avec mon
Papa de l’état des cultures. Habitant dans le Loir-et-Cher, nous nous amusions
souvent à comparer l’avancée des cultures qui est très différente entre mon
département d’adoption et la Seine-Maritime où mes parents sont installés. En
effet, la différence de climat entre les deux départements crée un écart de
végétation de deux à trois semaines d’avance pour le Loir-et-Cher.

Ce jour-là, je lui racontais anodinement que la maladie avait atteint les
céréales dans le Loir-et-Cher, comme tous les ans à la même époque. On voyait
d’ailleurs les symptômes (les feuilles tâchées) du bord de la route. J’ai
alors sentie un agriculteur inquiet. Inquiet de devoir racheter des produits
pour traiter une nouvelle fois ses céréales contre cette maladie qui allait
bientôt arriver dans ses plaines. Et le cas échéant, si les traitements ne
s’avéraient pas efficaces, quel sera l’impact sur son rendement ? Une plante
malade est une plante qui perd en rendement de grain, où qui est déclassée à
la collecte. Et après une année comme celle passée, avec des rendements
historiquement bas, et un prix du lait qui ne suffit même pas à payer les
factures, il n’était pas prêt à revivre un tel désastre.

Lettre ouverte à Messieurs Emmanuel MACRON, Président de la République,
Edouard PHILIPPE, Premier Ministre, Stéphane TAVERS, Ministre de
l’Agriculture, Nicolas HULOT, Ministre de la Transition Ecologique et
Solidaire, et à l’ensemble de la population française

A cet instant, j’étais loin d’imaginer son acte désespéré…

A travers cette lettre, je m’adresse à vous, Monsieur le Président, Messieurs
les Ministres, cher peuple

Français, pour vous expliquer que lorsque vous apercevez , lors de vos départs
en week-end ou en vacances, ou

simplement au travail, un agriculteur qui épand des produits phytosanitaires,
ce n’est pas par plaisir. C’est aujourd’hui

la seul solution, économiquement viable, qui leur est proposée pour soigner
ses plantes, et assurer son revenu.

Cher Président de la République, cher Premier Ministre, chers Ministres de
l’Agriculture et de la Transition

Ecologique et Solidaire, avoir pour objectif de réduire l’utilisation des
produits phytosanitaires, c’est d’abord proposer

aux agriculteurs des solutions de substitution pour soigner leurs plantes,
leurs animaux, et assurer leur revenu, que

dis-je, leur avenir. Alors oui, des solutions sont expérimentées ici et
ailleurs, des exploitations agricoles valident leurs

efficacités. Alors développons ces solutions, aidons les agriculteur à
s’équiper de ces solutions, accompagnons les

start-ups dans leur développement pour faciliter l’accès à ces solutions. Les
Etats Généraux de l’Alimentation lancés

le 20 juillet sonnent comme un espoir, les défis ciblés par Monsieur le
Premier Ministre Edouard Philippe sont justes.

Le premier défi de ces Etas Généraux est désormais d’être emmené au bout.

Je vous écrit aujourd’hui en tant que fille et soeur d’agriculteur, en tant
que mère de famille et en tant que

salariée d’un grand groupe de distribution en fournitures agricoles. Le
développement de ces alternatives ne se fera

pas sans la formation de ceux qui les vendent : les conseillers commerciaux /
technico-commerciaux bien trop

souvent motivés directement par les firmes elles-mêmes. Et si l’on veut rendre
ce développement irréversible, le

monde agricole a besoin de deux choses :

\- Vivre de sa propre production : avoir un excédent brut d’exploitation
suffisant et perren. Le revenu dégagé

par les éleveurs laitiers est inexistant. C’est aujourd’hui un sacrifice d’une
branche professionnelle entière qui est en

train de se produire.

\- Plus de reconnaissance sociale : Peuple Français, intéressez-vous à
l’évolution du monde agricole plutôt qu’à

ses clichés de mauvais goût issus de la télé-réalité entre autres.

Il est tant que ces hommes et ces femmes ayant réussi à faire de leur passion
un métier soient reconnu à leur juste

valeur. Je vous écrit cette lettre au nom de mon Papa, mais aussi au nom des
agriculteurs qui sont toujours là, dans

l'espoir qu’ils soient toujours là demain.

Enfin, je termine cette lettre par une question à vous tous, cher Président,
chers Ministres, cher Peuple

Français : D’après-vous, pour quelle(s) raison(s) un homme vivant de sa
passion, entouré de sa famille, de ses 5 petits

enfants peut en arriver à mettre fin à ses jours, n’ayant pas réussi à tenir
les 5 dernières années qui le séparaient de la

retraite ?

Je cherche encore la réponse.

Charline Baussard

",0,0,2017-08-29T10:14:20+02:00,0,2017-08-29T10:14:20+02:00,0,Charline,False,0,0,0,0,0fafc72c-8c92-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,On peut se nourrir bien et bon à pas cher,"Remettre au goût du jour la notion de frugalité au quotidien, et la fête de
temps en temps. Le poule au pot le dimanche de Henri IV en somme. Ex : une
boîte de sardines, c'est très nourrissant et très peu cher. Les lentilles
aussi. La santé de l'homme, et celle de la planète passe par la frugalité.

",0,20,2017-07-21T12:05:01+02:00,0,2017-07-21T12:05:01+02:00,1,whitedovelc,False,27,5,0,6,0fcb4e64-6dfc-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Limiter les dépenses des agriculteurs,"La majorité des exploitations agricoles nécessite du matériel coûteux,
inaccessible sans le soutient des banques.

Pour obtenir un prêt, l'agriculteur doit présenter un plan d'amortissement
acceptable par l'établissement bancaire. Or les banques privilégient les
méthodes qu'elles connaissent et considèrent comme sûres. En résultat, les
banques imposent souvent le modèle agricole à des paysans sans alternative.

Accompagner les agriculteurs vers des investissements moins importants
limitera fortement leur endettement.

",1,14,2017-07-20T22:36:09+02:00,0,2017-07-20T22:36:09+02:00,7,Olner,False,22,7,0,1,1057f86d-6d8b-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,Soutien fiscal à l'achat local.,"Je proposerai de taxer les approvisionnements des industriels de façon
dégressive en fonction de la distance de leur fournisseur. Par exemple pour
une usine en Normandie ayant besoin de tomates. Si elle les fait venir
d'Espagne elle paierait une TVA normale alors que si elle achète en Loire-
Atlantique la taxe serait moindre. Bien sûr cela n'est possible que s'il
existe une autre source pour le produit et le calcul pourrait être compliqué
mais je pense que ça soutiendrait les filières courtes.

",0,25,2017-07-21T22:27:48+02:00,0,2017-07-21T22:27:48+02:00,1,Beniben,False,28,4,0,2,1071aea6-6e53-11e7-92ee-fa163e947a7a
Exportation / International,"Comment accompagner la stratégie d’internationalisation de nos entreprises dans le respect des enjeux environnementaux, sociétaux et sanitaires ?",Solutions,Accélérer la reconnaissance mutuelle des AMM entre états membres,"Elle reste peu mise en oeuvre du fait du manque de connaissance des situations
des différents pays et d’un manque criant d’harmonisation des modalités
d’expertises entre agences européennes d’évaluation. Pour accélérer la
reconnaissance mutuelle, Légumes de France propose :

\- d’harmoniser les demandes des experts des différentes agences européennes,
valider les modèles utilisés et faire justifier tout complément demandé ;

\- de faire respecter les délais officiels d’instruction de l’ANSES ;

\- de poursuivre les efforts pour favoriser les échanges entre les experts de
la DGAL, du CTIFL et ceux des autres Etats membres afin d’identifier les
autorisations accordées des autres zones permettant de solutionner certains
usages orphelins ;

\- de réviser l’Article 3 du règlement (CE) 1107/2009 pour que les cultures
spécialisées puissent bénéficier, au même titre que les serres, les
traitements après récolte, les traitements de locaux de stockage vides et le
traitement des semences d’une évaluation unique pour l’ensemble des zones
Nord, Sud et Centre.

",1,2,2017-08-02T11:36:29+02:00,0,2017-08-02T11:36:29+02:00,0,Les Producteurs de Légumes de France,False,2,0,0,0,1076f6cf-7766-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,"Favoriser les produits non transformés/défavoriser les ""plats préparés""","Il est facile de se préparer des plats simples soi-même sans avoir besoin de
recourir à des plats préparés. Le temps passé à cuisiner n'est pas du temps
perdu, c'est du savoir-vivre. Le gain financier espéré peut être transféré sur
l'achat de produits de qualité.

Propositions :

\- taxer différemment les ingrédients de base et les plats préparés,

\- ré-apprendre aux enfants (et aux adultes) à faire la cuisine, via des
ateliers dans les écoles et le circuit associatif,

\- favoriser les potagers locaux (particuliers, via le partage de jardins) ou
associatifs (réservation de terrain communaux), les potagers d'entreprise (à
inventer),

\- favoriser les AMAP, qui fournissent des produits bruts sans intermédiaires,
pour qu'elles deviennent la ""norme""

\- limiter la publicité sur les plats préparés.

Un tel ""système"" transférera les richesses et les emplois issues du marketing,
de la transformation vers la production.

",0,4,2017-08-18T19:09:58+02:00,0,2017-08-18T19:09:58+02:00,0,Charles Bodel,False,6,1,0,2,10e67036-8438-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Généralisation de la méthanisation,"Création d'usines de méthanisation pour le recyclage des lisiers et des autres
déchets animaux. Ces usines donneraient des revenus complémentaires aux
producteurs de viande de porc et éliminerait pour partie le problème de
l’épandage des lisiers.

",0,4,2017-08-14T17:13:02+02:00,0,2017-08-14T17:13:02+02:00,0,Bruno Colas,False,4,2,0,0,10ea51e1-8103-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Causes,Les bons produits ne sont pas accessibles,"Le développement des grandes surfaces s'est fait au détriment de certains
commerces. Elles n'ont pas obligation à ma connaissance d'acheter à des
producteurs locaux bio ou label particulier. Or actuellement une majorité de
consommateurs achètent l'intégralité de leur produits alimentaires dans des
grandes surfaces faute d'alternative, de temps, de disponibilités. Au mieux il
n'y a que quelques produits régionaux et un rayon bio avec des prix plus cher.

",0,7,2017-07-22T22:26:39+02:00,0,2017-07-22T22:26:39+02:00,5,mmematthey,False,14,6,0,2,11330b37-6f1c-11e7-92ee-fa163e947a7a
Exportation / International,Comment valoriser le modèle alimentaire français ?,Solutions,"Création d'une AOP* ""France""","L´agriculture française à les règles de production parmi les plus strictes du
monde et les mieux controlés. C'est une contrainte si les produits soumis à
ces règles de production ne sont pas mieux valorisés que les autres...

**pour êtres valorisés il faut que les produits soient identifiables par le consommateur: ""AOP France""!**

Sur le modèle des appellations contrôlées qui ont permis la réussite de la
production viticole française, cette identification créerait une vrai demande
l'export par les consommateurs étranger qui ont déjà un avis très positif sur
les produits français.

sur le marché français l'impact serait également considerable car les
consommateurs sont en attente et éviterait les étiquetage frauduleux vantant
""blé Français "" dans un produit contenant 10% de blé et le reste d'ingrédients
étranger.

**""FRANCE"" doit être une marque de qualité en France et à l'export. **

On pourrait même imaginer des règles encore plus strictes sur la base du
volontariat et face à des garanties de prix pour les producteur.

  

*AOP:appelation d'origine protégée 

",0,5,2017-07-21T14:21:04+02:00,0,2017-07-21T14:21:04+02:00,2,Paul21,False,8,2,0,1,116f16b7-6e0f-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,Aide alimentaire via les assistantes sociales,"Mieux les informer sur les possibilités locales ( CCAS, associations de
distribution)

",0,1,2017-07-22T13:08:19+02:00,0,2017-07-22T13:08:19+02:00,0,PoloSI,False,1,1,0,0,11e4c628-6ece-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Solutions,Mise en place d'un plan d'accompagnement des éleveurs souhaitant abandonner la pratique de l'élevage intensif,"Le respect du bien-être animal dans un système fondé sur l'élevage intensif
est une chimère. Les animaux sont des êtres sensibles, des acteurs de leur
vie, doués d'empathie, et aux capacités cognitives réelles (cf. l'ouvrage
_Révolutions animales _qui fait le point sur les découvertes scientifiques
récentes). Beaucoup d'animaux d'élevage sont malades (vaches, poulets etc.) et
doivent ingérer de nombreux médicaments. Les conditions d'abattage sont
souvent déplorables. De ce point de vue, il semble intéressant:

\- de soutenir les éleveurs souhaitant revenir à un système d'élevage extensif
(ce qui leur permettrait d'obtenir de meilleurs prix suivant le principe ""Je
mange moins de viande, mais j'en mange de meilleure qualité"".)

\- de permettre aux éleveurs désireux d'abandonner leur activité et de se
reconvertir: par exemple, un éleveur normand pourrait continuer à s'occuper
d'un troupeau de vaches (qui font partie du paysage de la Normandie) et
proposer des activités pédagogiques à destination du public, il pourrait aussi
devenir un spécialiste du paysage normand et de son écosystème. (cf.
_Manifeste animaliste_ de Corine Pelluchon)

",2,12,2017-07-20T20:28:58+02:00,0,2017-07-20T20:27:21+02:00,1,JulCristol,False,13,4,0,0,11f035bd-6d79-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,ATTRIBUER AUX CITOYENS UNE CARTE VITALE ENVIRONNEMENT,"Mettre en place une ""carte vitale environnement"". Attribuer des points aux
produits bénéfiques ( label officiels etc...) par exemple de 1 à 10,
facilement identifiable dans les rayons. Donner à consommateur l'outil pour
agir (la carte) lui permettant de cumuler des points en fonction de ses
achats. Convertir ces points en crédit d'impôt.

Au final le système permet de donner une valeur aux produits que l'on souhaite
voir développer, de donner au citoyen la possibilité de se former et d'être
compensé par son acte citoyen

",0,4,2017-07-25T09:58:39+02:00,0,2017-07-25T09:58:39+02:00,2,DELANGLE,False,6,3,0,0,1246a570-710f-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,"Réintégrer les coûts ""cachés"" de l'agriculture conventionnelle","Les productions issues de l'agriculture biologique sont aujourd'hui encore un
peu plus cher que ceux de l'agriculture conventionnelle.

  

Mais cette dernière produits beaucoup de coûts 'cachés"" que le citoyen finance
par ces impôts. Cette agriculture:

  1. pollue notre eau qu'il faut ensuite dépolluer
  2. augmente les maladies types cancers et ensuite il faut financer le traitement des malades

Si ces coûts sont intégrés aux produits finis** les produits bio seront moins
chers** et l'ensemble des **_paysans auront tendance à changer leur mode de
production._**

",0,9,2017-08-05T19:54:04+02:00,0,2017-08-05T19:54:04+02:00,1,MAThon,False,10,1,0,0,124a8b8e-7a07-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,une alimentation suffisante et saine pour tous,"Stopper la spéculation sur l'alimentation

",0,2,2017-08-29T17:52:33+02:00,0,2017-08-29T17:52:33+02:00,0,Gilles Bas,False,2,0,0,0,128ffab5-8cd2-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,Simplifier l'étiquette et la compléter par un QRCODE,"Les étiquettes trop complètes deviennent souvent illisibles. Les systèmes de
barèmes couleur sont parfois trop simplistes. Un QRCODE, même de petite
taille, permettrait avec un simple smartphone d'accéder à des informations
beaucoup plus précises sur chaque produit, ses conditions de culture,
préparation, transport....

Cette proposition prolonge d'ailleurs de multiples suggestions faites ici
(pour remettre plus d'info sur l'étiquette et avoir accès à une base de
données ouverte). Comme cela n'est pas possible de toute mettre sur
l'étiquette il suffit que l'étiquette permette d'accéder facilement au reste
des informations !

Ce principe de ""[preuve cliquable](http://preuvecliquable.net) \+ QR CODE"" est
par exemple déjà utilisé pour la preuve d'engagement RSE proposée par
l['association DIAG26000](http://diag26000.net). Le QRCODE permet de vérifier
que l'organisation a bien utilisé la preuve (ce qui n'est jamais le cas des
différents logos qui sont diffusés et trop facilement copiables) et même de
connaître le nom de l'expert qui a accompagné la structure, accéder à une
partie des réponses sur l'organisation l'a choisi.

Une partie de ce principe est déjà en place avec les codes imprimés sur les
emballages. Par exemple FR 50-256-001 CE me permet de vérifier en ligne (avec
un peu de manipulation tout de même) que ce beurre vient d'Isigny le buat
50410. Mais un QRCODE permettrait d'en savoir beaucoup plus et beaucoup plus
vite !

  

![preuvecarpn44865.png](http://blog.diag26000.net/wp-
content/uploads/2016/12/preuvecarpn44865.png)

",0,3,2017-07-22T19:13:25+02:00,0,2017-07-22T19:13:25+02:00,4,Pablo Santamaria,False,7,3,0,0,12b1196f-6f01-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Causes,OGM,"Pouvoir identifier tres clairement (directement visible face avant, et en
grosseur de caractere suffisante) les aliments contenants des matieres
premieres ayant eu recours a la technologie OGM.

La culture des OGM est peut etre interdite en france, ce qui ne gene en rien a
ce qu'on mange des ogm tous les jours (lecithine de soja, amidons de maïs
etc).

Par exemple plus de 85% su soja mondial vient des etats unis et est OGM!
(CQFD: tout ce qui contient une ou des matieres premieres a base de soja, est
donc pollué en OGM)

",0,33,2017-07-21T16:24:52+02:00,0,2017-07-21T15:39:51+02:00,4,enzo12,False,41,6,0,4,12efe3a5-6e1a-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Baisser les marges de la grande distribution,"Des groupes de grande distrbution richissimes qui ne participent jamais à l
effort collectif

",0,3,2017-07-22T10:52:20+02:00,0,2017-07-22T10:52:20+02:00,0,Claire Snr,False,3,0,0,0,130c0f37-6ebb-11e7-92ee-fa163e947a7a
Consommation,Comment mieux informer les consommateurs ?,Solutions,Clarifier les faces avant des emballages sur les ingrédients principaux,"Comme le recommande Foodwatch ""Les quantités exactes des principaux
ingrédients et de ceux mentionnés à l'avant de l'emballage ou vantés par la
publicité doivent être chiffrées à l'avant de l'emballage.""

",0,0,2017-07-28T18:01:53+02:00,0,2017-07-28T18:01:53+02:00,0,Woodtiger,False,0,0,0,0,130ed917-73ae-11e7-92ee-fa163e947a7a
Exportation / International,Comment renforcer la politique française de coopération et d’aide au développement en matière d’alimentation ?,Causes,L'uniformisation industrielle des semences empêche leur reproductibilité et leur adaptation aux conditions locales par les agriculteurs,"Les semences hybrides et autres OGMs non reproductibles créent les conditions
de perte de biodiversité agricole et réduisent le rendement et la résistance
aux maladies, aux parasites et aux conditions locales climatiques changeantes.

  

Les variétés végétales sont en constante évolution dans la nature et c'est le
travail de l'agriculteur de sélectionner de manière visuelle et qualitative
les plants et de reproduire les semences afin de les adapter aux conditions
locales.

",0,7,2017-08-12T12:10:50+02:00,0,2017-08-12T12:07:39+02:00,2,bocet,False,9,1,0,0,13378114-7f46-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,harmonisation fiscale,"nous devons travailler pour une harmonisation fiscale au sein de l'union
européenne, afin que les coût pour les agriculteurs français se réduisent par
rapport à la concurrence.

",0,20,2017-07-20T09:57:27+02:00,0,2017-07-20T09:57:27+02:00,1,phi01,False,26,0,0,5,133f9b52-6d21-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,des cours de cuisine pour tous (garçons et filles !),"Savoir cuisiner, accommoder les restes, c'est pouvoir tenir son budget et
mieux manger. je propose d'instituer des cours de cuisine dès les classe de
primaire, au collège et au lycée avec quelques notions importantes : le repas
est aussi un moment de lien social et de plaisir !

",0,6,2017-08-03T16:21:43+02:00,0,2017-08-03T16:21:43+02:00,0,la Pie,False,6,1,0,0,13426d61-7857-11e7-92ee-fa163e947a7a
